report_id,reported_at,resolved_at,issue_type,severity,lat,lon,street_name,channel,estimated_impact_cost,district_hint
MR213953,11/11/2024 05:42:16,2024-11-17T20:59:47Z,unsafe crossing,5,37.684064397934414,-122.475002802073,Elm St,phone,1104.27,D02
MR213954,2025-12-22T20:41:45Z,,broken traffic light,4,37.744729717631635,,Pine Ave,web,2048.08,D07
MR213955,2024-01-25T21:19:57Z,,lane blocked,3,37.808482839345906,-122.38106591481,Pine Ave,phone,868.38,D12
MR213956,05/12/2024 11:34:00,2024-12-13T11:19:34Z,blocked lane,3,37.73640058877528,-122.486736077912,River Rd,app,USD 1138.44,D02
MR213957,2025-06-25T21:49:32Z,2025-06-27T20:28:01Z,sidewalk obstruction,2,-122.403828544293,37.72142976371058,Maple Dr,phone,419.61,
MR220766,2025-03-14T04:45:11Z,2025-03-25T15:13:24Z,unsafe crossing,3,37.7107,-122.431,Maple Dr,web,1895.34,D03
MR213959,2025-01-20T02:35:22Z,2025-01-21T22:45:11Z,pothole near crossing,5,37.7038,-122.416334,Union Blvd,web,587.28,D07
MR213960,11/29/2025,2025-12-04T04:56:13Z,unsafe crossing,Medium,37.79389383404043,-122.52189689784,Grant St,app,1158.25,D09
MR213961,04/13/2024 20:14:00,05/10/2024,broken traffic light,3,37.82989644383258,-122.420995549392,Maple Dr,app,"1,874 USD",D11
MR213962,2024-03-23T07:46:19Z,,unsafe crossing,4,37.71523666221236,-122.39192620647,Maple Dr,phone,1065.22,D04
MR213963,06/14/2024,2024-06-18T13:32:14Z,bus stop damage,5,37.69942592300245,-122.524562251707,Cedar Rd,phone,809.18,D01
MR213964,14-06-2024 14:29,,sidewalk obstruction,3,37.76167776092829,,Broadway,app,489.44,D05
MR213965,2024-05-28T07:30:59Z,06/03/2024,blocked lane,5,37.70038185204589,,Grant St,app,"~1,235",D01
MR213966,06/12/2025,"Jun 18, 2025 10:56PM",unsafe crossing,3,37.77738,,Harbor Ave,web,983.75,D06
MR213967,05/19/2024 21:58:48,"May 27, 2024 12:33PM",sidewalk obstruction,3,37.7621,-122.4774,Transit Way,web,337 USD,D06
MR213968,09/02/2024 07:13:09,09/12/2024 03:37:00,sidewalk obstruction,4,37.73845014081046,-122.450390858797,Pine Ave,web,413.19,D06
MR213969,2025-03-17T10:50:21Z,03/29/2025 06:37:54,broken traffic light,high,37.7459061960647,-122.478867266224,Cedar Rd,phone,3110.79,D06
MR213970,2025-12-10T20:13:54Z,2025-12-16T10:57:40Z,pothole near crossing,3,37.75205343846723,-122.437893791401,Broadway,app,364.53,D07
MR213971,2025-01-26T13:47:00Z,02/02/2025 00:17:04,blocked lane,3,37.817,-122.372,Union Blvd,app,1719.66,D12
MR213972,2024-07-11T02:13:37Z,,BUS STOP DAMAGE,2,37.69,,,email,326.42,D01
MR213973,02/12/2025 07:25:00,2025-03-04T00:52:20Z,unsafe crossing,4,37.83507026943833,-122.428836678486,Union Blvd,phone,627.23,D11
MR213974,2024-07-19T16:20:14Z,24-07-2024 04:47,sidewalk obstruction,high,37.71445111026981,-122.390409067926,Market St,email,444 USD,D04
MR213975,2024-10-22T02:31:29Z,2024-10-27T21:20:58Z,pothole near crossing,1,37.763174332264995,-122.369884740808,Hillcrest Ave,web,390.65,D09
MR213976,03/09/2024 03:04:00,2024-09-10T10:27:57Z,pot hole near crossing,3,37.69719933143745,-122.389793023347,Union Blvd,PHONE,802.57,D04
MR213977,2025-11-30T15:33:06Z,2025-12-05T01:14:02Z,unsafe crossing,MED ,37.823178958348905,-122.471469990766,Hillcrest Ave,email,1391.65,D10
MR213978,08/15/2025,2025-08-24T04:57:20Z,blocked lane,5,37.71,-122.41872,Elm St,app,2791.27,
MR213979,11/30/2025 21:14:25,2025-12-06T15:39:22Z,blocked lane,5,37.75245542620172,-122.422701060411,Union Blvd,app,4197.8,D07
MR213980,2025-03-06T10:15:07Z,"Mar 08, 2025 07:57PM",blocked lane,3,37.83905137014452,-122.385005609787,Cedar Rd,web,1634.76,D12
MR213981,2024-08-22T05:00:51Z,,unsafe crossing,2,37.6892,-122.51172,,,1083.13,D01
MR213982,01/14/2025 17:55:24,2025-01-25T19:51:05Z,pothole near crossing,4,37.705,-122.371,Pine Ave,mobile app,559.16,D04
MR213983,05/20/2024,2024-05-27T17:04:16Z,pothole near crossing,5,37.804168270037415,-122.388671271683,Elm St,phone,897.93,D08
MR213984,2025-05-04T18:20:52Z,,unsafe crossing,,38.619426189199956,-121.83249418516,Cedar Rd,app,600.5,D04
MR213985,2025-03-14T04:41:19Z,2025-03-20T12:37:36Z,MISSING SIGN,2,37.738627959332185,-122.483311057022,Maple Dr,,435.78,D06
MR202877,07/29/2025 17:15:00,,broken traffic light,4,37.753264200925464,-122.4143919153,Market St,email ,2918.56,
MR213987,2024-03-11T09:41:10Z,2024-03-21T21:14:15Z,unsafe crossing,3,37.686007864715066,-122.398249873551,Transit Way,web,1187.64,D03
MR213988,18-02-2025 05:08,,bus stop damage,4,37.800585252945616,-122.534372000376,Hillcrest Ave,web,921.13,D09
MR213989,2025-01-20T18:28:36Z,,unsafe crossing,4,37.717183574545324,-122.458072542457,River Rd,email,912.91,D02
MR213990,2025-12-19T06:29:21Z,2026-01-01T04:25:24Z,broken traffic light,3,37.74891831406246,-122.522429559988,River Rd,web,2008.43,D05
MR213991,01/20/2025 22:46:47,2025-01-26T01:17:51Z,,4,37.80331175079424,-122.400865334363,Grant St,web,1626.18,D12
MR213992,2025-09-30T21:52:27Z,2025-10-03T16:16:07Z,pothole near crossing,3,37.79694281410026,-122.367355584605,Market St,web,293.53,D12
MR213993,2024-08-12T14:51:05Z,2024-08-21T13:14:53Z,sidewalk obstruction,4,37.71885551599875,-122.348964442743,Broadway,app,501.77,D03
MR213994,2024-01-10T14:32:39Z,"Jan 17, 2024 02:58AM",pothole near crossing,1,37.70158116159434,-122.394166510305,Cedar Rd,phone,574.3,D02
MR213995,2025-08-24T18:13:38Z,2025-08-27T23:42:59Z,pothole near crossing,3,,-122.47646990953,Hillcrest Ave,app,524.38,D10
MR213996,2024-08-10T14:37:51Z,2024-08-17T20:04:44Z,missing sign,1,37.756141184196906,-122.369338756761,Union Blvd,app,179.24,D03
MR213997,08/10/2024 12:20:53,2024-08-15T16:05:37Z,broken traffic light,4,37.70257554149617,-122.430313444318,Maple Dr,email,1858.54,
MR213998,06/20/2025 23:08:46,2025-06-28T05:55:08Z,blocked lane,5,37.705261358754164,-122.372462909093,Harbor Ave,app,4554.31,D04
MR213999,09/12/2024 13:32:50,2024-09-17T22:11:42Z,pothole near crossing,high,37.819185,-122.51225,Union Blvd,phone,398.47,D09
MR214000,01/16/2025 02:14:52,2025-01-23T07:22:30Z,unsafe crossing,2,37.766829141041086,-122.380125562279,Broadway,app,USD 1299.68,
MR214001,2024-08-20T15:05:08Z,2024-09-09T22:36:38Z,bus stop damage,2,37.81554304163593,-122.447978628064,Elm St,Web Form,387.29,D11
MR214002,05/12/2025,2025-05-14T09:57:42Z,blocked lane,4,37.71562,-122.409,Harbor Ave,phone,2446.23,D03
MR214003,04/23/2024 11:00:00,,blocked lane,4,37.705058978006086,-122.364964713202,Grant St,web,1092.54,
MR214004,01/29/2025 06:33:24,01/30/2025 15:02:00,bus stop damage,4,37.80874853359291,-122.400865334363,Broadway,phone,881.61,D12
MR214005,"Jun 06, 2025 09:50PM",2025-06-26T11:13:15Z,Broken Traffic Light,5,37.819810214985104,-122.426198971352,Broadway,app,1248.63,D11
MR214006,2025-11-14T00:59:34Z,11/25/2025 23:51:57,pothole near crossing,3,37.73760853540017,-122.425422930299,Transit Way,app,660.77,D07
MR214007,02/25/2025,,pothole near crossing,3,37.757325087147066,-122.430451842391,Harbor Ave,app,572.73,
MR214008,07/05/2024 12:29:00,"Jul 12, 2024 05:03PM",unsafe crossng,3,37.765636806950354,-122.406196677219,Union Blvd,app,1240.85,D07
MR214009,2025-07-16T13:41:51Z,,traffic light broken,5,37.777768211999124,-122.492405948103,Maple Dr,web,2047.52,D06
MR214010,2024-12-20T19:22:46Z,,pothole near crossing,3,37.80385003851506,-122.449599423996,Market St,phone,457.34,D11
MR214011,2024-10-20T16:05:53Z,"Oct 24, 2024 09:34AM",pothole near crossing,4,37.74126875120042,-122.453749321275,,app,1231,D06
MR214012,10/16/2024 21:10:00,10/26/2024 00:57:42,missing sign,2,37.74741632866425,-122.524480862236,River Rd,app,193.64,D05
MR214013,2024-11-26T21:28:01Z,2024-12-05T11:35:14Z,blocked lane,4,,-122.468939288539,Pine Ave,phone,1503.85,D02
MR214014,2025-05-15T05:45:01Z,2025-05-22T05:32:27Z,missing sign,2,37.7364,-122.50361,River Rd,web,~233,D12
MR214015,10/09/2024 20:25:03,10/18/2024 14:07:00,unsafe crossing,3,37.75272578096515,-122.492436615807,Union Blvd,app,1153.37,D06
MR214016,05/01/2025 12:56:00,,broken traffic light,5,37.813,-122.41,Harbor Ave,app,1375.73,D11
MR214017,2025-05-09T13:20:01Z,2025-05-11T22:08:29Z,unsafe crossing,5,37.81364291639203,-122.550111016999,Grant St,app,1893.75,D09
MR214018,2025-03-08T00:37:37Z,03/10/2025 21:53:09,missing sign,5,37.71054101415236,-122.389645852724,,app,156.87,D12
MR214019,2024-12-14T20:32:42Z,2024-12-25T15:00:05Z,pothole near crossing,2,37.82564245803368,-122.544802943802,Pine Ave,app,604.78,
MR214020,"Feb 05, 2025 04:22PM",02/09/2025 03:34:05,unsafe crossing,5,37.760794698511695,-122.46405562712,Harbor Ave,web,1004.8,D06
MR214021,2024-06-29T16:41:33Z,"Jul 12, 2024 07:04PM",broken traffic light,4,38.343547707297105,-122.066027124485,River Rd,email ,1448.4,
MR214022,2025-05-20T05:13:17Z,,broken traffic light,3,37.76620863427753,-122.493075728566,Cedar Rd,,USD 1501.61,D06
MR214023,2025-08-31T04:38:59Z,2025-09-10T02:18:05Z,blocked lane,3,37.824980387291376,-122.490836475422,,app,USD 1223.70,D10
MR214024,2025-02-16T03:46:16Z,2025-03-03T18:43:59Z,blocked lane,4,37.76622489925606,-122.477246626819,Pine Ave,app,1296.44,D04
MR214025,09/11/2025 08:06:00,,broken traffic light,4,37.748119307913555,-122.421441520578,River Rd,web,2501.44,D07
MR214026,2025-02-05T17:42:57Z,,broken traffic light,5,37.80547481682951,-122.409080057156,Union Blvd,web,USD 2320.27,D11
MR214027,2024-12-10T12:21:49Z,2024-12-13T17:51:10Z,pothole near crossing,4,37.79120491602578,-122.475777391084,Union Blvd,,698.35,D10
MR214028,11/01/2024 01:46:00,19-01-2024 21:53,blocked lane,4,38.897797027120276,-122.109408841617,Cedar Rd,phone,1242.83,D09
MR214029,2024-01-09T13:27:50Z,,blocked lane,3,37.77493915199756,,Broadway,email,1405.82,D08
MR214030,05/04/2025 16:19:00,05/05/2025 23:19:00,UNSAFE CROSSING,3,37.6983,-122.43209,Maple Dr,email,1753.62,D03
MR214031,2025-10-12T01:06:36Z,"Nov 03, 2025 03:36AM",broken traffic light,2,37.81008517992535,-122.491275795047,Transit Way,email,732.79,D10
MR214032,2024-04-14T14:20:00Z,2024-04-22T01:48:16Z,missing sign,3,37.7541,-122.4303,Hillcrest Ave,phone,406.17,D08
MR214033,10/06/2024 03:27:00,"Oct 09, 2024 05:52PM",blocked lane,3,37.7072563971587,-122.356045415615,Market St,email,1339.87,D04
MR214034,2024-08-04T13:42:38Z,"Aug 07, 2024 01:10AM",missing signage,3,37.77474554067565,-122.517803358585,Broadway,Web Form,205.08,D05
MR214035,01/16/2025,02/08/2025 06:28:00,broken traffic light,4,37.758610668286074,-122.47852671154,,PHONE,1683.01,D06
MR214036,09/04/2025 14:48:00,2025-04-22T19:48:07Z,broken traffic light,4,37.816966585199786,-122.425235432086,Elm St,web,1539.44,D11
MR214037,2025-04-13T19:46:41Z,2025-04-21T13:12:44Z,unsafe crossing,4,37.82835,-122.527,Hillcrest Ave,,697.04,D09
MR214038,2024-02-21T03:06:43Z,"Mar 02, 2024 08:02AM",broken traffic light,4,37.81803681323733,-122.418056906554,Transit Way,app,1770.04,D11
MR214039,2024-09-11T01:37:31Z,2024-09-17T21:33:52Z,pothole near crossing,4,37.76429573010661,-122.470136876635,Harbor Ave,web,327.45,D06
MR214040,2024-12-11T08:09:47Z,2024-12-13T19:16:10Z,side walk obstruction,3,37.770691,-122.4443,River Rd,app,478.6,D06
MR214041,05/08/2024 07:17:00,2024-08-11T19:14:57Z,blocked lane,4,37.74306688639268,-122.476458427168,Union Blvd,phone,1652.27,D06
MR214042,02/27/2025 03:27:44,2025-03-09T05:52:05Z,bus stop damage,4,37.813006080841674,-122.379782618206,Pine Ave,app,610.76,D12
MR214043,10/12/2024,,unsafe crossing,5,37.71595155571638,-122.420090980825,Market St,app,1292.11,D03
MR214044,2025-03-29T21:44:54Z,2025-03-31T02:03:59Z,bus stop damage,medium low,,-122.46020783097,Cedar Rd,app,452.12,D06
MR214045,02/07/2025 12:38:35,2025-03-08T00:46:55Z,broken traffic light,5,37.774481528395654,-122.485738993906,Market St,email,USD 1271.86,D06
MR214046,2024-10-23T15:24:42Z,2024-10-31T08:48:22Z,unsafe crossing,5,37.7415,-122.5216,Harbor Ave,web,850.85,D05
MR200806,06/28/2025,2025-07-05T19:40:31Z,blocked lane,4,37.81541862247592,-122.527894730783,Broadway, call center ,651.13,D09
MR214048,2024-06-27T07:03:08Z,"Jul 09, 2024 04:56PM",broken traffic light,4,37.82584195053667,-122.446608046931,Maple Dr,app,2334.62,D11
MR214049,10/10/2024 04:18:11,2024-10-13T21:51:19Z,bus stop damage,High,37.82710641980426,-122.468395661362,,PHONE,512.87,
MR214050,2025-05-29T15:10:24Z,2025-06-12T08:38:29Z,Bus Stop Damage,2,37.73207866848715,-122.39289126615,Grant St,app,793 USD,D04
MR214051,"Nov 29, 2025 02:06PM",2025-11-30T22:56:05Z,unsafe crossing,4,,-122.423960170446,Union Blvd,phone,1452.27,D11
MR214052,10/23/2024,,broken traffic light,5,37.822778546463425,-122.446622396057,Grant St,web,1340.91,D11
MR214053,2025-06-05T08:42:51Z,06/09/2025,blocked lane,2,37.698,-122.3684,Pine Ave,Web Form,2054.43,D10
MR214054,06/07/2025 21:00:14,2025-06-18T00:42:41Z,blocked lane, H ,37.715690193252414,-122.43388317393,Maple Dr,app,1900.66,D03
MR214055,2024-10-13T02:51:55Z,10/16/2024,pothole near crossing,3,37.70152872928739,-122.41530966221,,app,364.18,D03
MR214056,08/18/2025,08/23/2025 13:03:00,blocked lane,3,37.809775358783654,-122.371994910606,River Rd,web,1421.22,D12
MR214057,2025-03-23T06:51:49Z,2025-03-27T18:53:22Z,broken traffic light,4,37.74823568822364,,Grant St,web,3160.91,D10
MR214058,2024-06-30T17:06:04Z,2024-07-11T17:33:13Z,Unsafe Crossing,3,37.77448190943151,-122.479753954559,Broadway,phone,806.74,
MR214059,10/30/2025 11:51:24,11/01/2025,blocked lane,4,37.716599911530494,-122.373496527876,Broadway,phone,2323.74,D04
MR214060,2025-10-05T01:24:37Z,2025-10-18T15:50:45Z,bus stop damage,2,37.750899370614,-122.549368811859,Broadway,app,2025.13,D05
MR214061,2024-12-07T07:34:28Z,2024-12-10T12:13:40Z,lane blocked,3,37.7589238158586,-122.448727233466,Maple Dr,web,928.48,D07
MR214062,10/27/2025 07:20:45,,unsafe crossing,3,37.702,-122.5347,Market St,web,682.29,D01
MR214063,25-06-2025 23:42,2025-06-30T01:02:35Z,sidewalk obstruction,3,37.8401503228891,-122.400865334363,Cedar Rd,app,524.55,D12
MR214064,"Aug 08, 2024 10:28PM",2024-08-16T09:35:28Z,unsafe crossing,5,37.82,-122.378103,River Rd,phone,1404.33,D12
MR214065,09/15/2024,2024-09-19T10:46:48Z,missing sign,4,37.82358822520757,,Market St,phone,383.7,D09
MR214066,2025-01-02T02:45:23Z,2025-01-10T07:31:53Z,broken traffic light,MED ,37.8211386257663,-122.49363404809,Elm St,web,1512.74,D10
MR214067,11/10/2025 12:36:00,2025-10-18T18:00:34Z,missing sign,med,37.764659261085214,-122.531985520863,,app,262.41,D05
MR214068,2024-02-23T10:46:56Z,,pothole near crossing,3,-122.424841648192,37.7450412592673,Cedar Rd,app,~372,D07
MR214069,10/02/2024 22:09:00,2024-02-16T21:40:57Z,sidewalk obstruction,,37.76270577653942,-122.35921108879,Cedar Rd,PHONE,396.72,D08
MR214070,2024-11-23T12:00:33Z,01/12/2024 06:28:00,missing sign,3,37.7476,-122.3571,Pine Ave,app,293.83,D08
MR214071,2024-10-20T14:14:48Z,2024-10-27T02:05:37Z,unsafe crossing,4,37.83613477994244,-122.386794873603,River Rd,phone,USD 790.54,D03
MR214072,"Apr 26, 2025 04:07AM",05/04/2025,unsafe crossng,1,37.82181432237824,-122.383817318635,Broadway,app,969.24,D05
MR214073,2025-08-14T16:12:45Z,"Aug 18, 2025 03:48PM",sidewalk obstruction,5,37.70548901913508,-122.435002795921,Transit Way,mobile app,987.21,D03
MR214074,2024-06-28T14:19:04Z,2024-07-08T17:32:25Z,blocked lane,4,37.69990024928653,-122.446481563017,River Rd,app,1067.85,D03
MR214075,2025-03-18T05:57:31Z,,broken traffic light,5,37.754835221122114,-122.393576865539,Maple Dr,app,1732.41,D08
MR214076,2025-10-21T20:15:53Z,,pothole near crossing,4,37.78857072603189,-122.356293011874,Transit Way,app,777.88,D12
MR214077,20-11-2025 16:21,27-11-2025 02:48,unsafe crossing,4,37.8302058201689,-122.454670539793,Transit Way,email,1466.49,D04
MR214078,01/08/2024 10:06:20,01/13/2024,blocked lane,5,37.8268,-122.534387,Grant St,app,1584.83,D09
MR214079,2025-11-01T23:10:33Z,2025-11-05T23:21:10Z,sidewalk obstruction,2,37.74798319005755,-122.54170315907,Market St,app,258.83,D05
MR214080,2025-04-02T16:58:37Z,2025-04-06T20:27:23Z,broken traffic light,4,-122.408555335177,37.760341018474634,Union Blvd,app,1274.21,D07
MR214081,2024-10-19T01:39:06Z,2024-11-09T23:41:00Z,broken traffic light,3,37.76343206261115,-122.486426104052,Hillcrest Ave,app,1220.87,D06
MR214082,07/31/2024,07/08/2024 01:09:00,sidewalk obstruction,4,37.68859301646443,-122.418799020793,,web,682.51,D03
MR214083,07/28/2025 23:21:49,08/18/2025 17:36:00,unsafe crossing,5,37.78108594778741,-122.472696123955,Harbor Ave,web,1302.18,D06
MR214084,2024-11-26T14:30:32Z,,blocked lane,5,37.742,-122.4,Hillcrest Ave,app,3662.31,D08
MR214085,2024-06-02T10:28:56Z,06/05/2024 14:08:00,sidewalk obstruction,2,37.70221282690958,-122.417642382294,Grant St,phone,USD 224.74,D03
MR214086,05/20/2025 12:00:23,,sidewalk obstruction,4,37.754579,-122.4381,Union Blvd,phone,269.22,D07
MR214087,2025-12-31T15:07:41Z,2026-01-28T16:08:55Z,bus stop damage,4,37.755666297676434,-122.473238109756,Transit Way,web,941.8,D06
MR214088,"Aug 10, 2025 10:56PM",2025-08-22T16:53:52Z,blocked lane,4,37.749295472484334,-122.361146831387,Market St,app,1563.88,
MR214089,2024-02-09T03:22:53Z,,pothole near crossing,2,37.757844,,Union Blvd,phone,373.69,D05
MR214090,2024-03-21T18:19:17Z,2024-04-03T07:01:11Z,blocked lane,1,37.754933,,Market St,email,1886.32,D05
MR214091,2024-07-06T10:00:24Z,2024-07-13T02:53:10Z,unsafe crossing,4,37.70622386894342,-122.378692763852,Maple Dr,,1653.97,D04
MR214092,05/05/2024 09:58:02,2024-05-19T04:26:05Z,unsafe crossing,2,37.76108543172914,-122.499846956107,,PHONE,1035.48,
MR214093,2024-01-14T17:33:36Z,2024-01-17T15:03:05Z,blocked lane,1,37.702706327092834,-122.478521437885,Transit Way,app,1255.38,D02
MR214094,2024-11-15T03:09:38Z,,bus stop damage,4,37.7922830744316,-122.489253895447,Transit Way,app,660.85,
MR214095,2025-11-16T10:38:03Z,,unsafe crossing,medium low,37.704002616047504,-122.514816122652,Pine Ave,web,894.07,D01
MR214096,2024-07-28T10:35:49Z,2024-08-01T08:00:11Z,pothole near crossing,4,37.73502450719466,-122.414180978333,Broadway,app,534.66,D07
MR214097,"Jul 05, 2025 02:22PM",07/11/2025,blockd lane,4,37.7196,-122.39959,Broadway,web,1933.78,D04
MR214098,2025-07-22T20:53:47Z,,broken traffic light,4,37.816528082712296,-122.435386591349,,web,2234.26,D11
MR214099,08/10/2024 18:17:29,"Aug 15, 2024 03:06AM",blocked lane,3,37.73572620675805,-122.367569002219,Broadway,email,"~1,270",D08
MR214100,2025-03-11T05:21:19Z,2025-03-24T16:43:23Z,unsafe crossing,3,37.752602854576814,-122.480352828666,River Rd,web,841.15,D06
MR214101,"Aug 28, 2024 07:16PM",2024-09-03T14:22:59Z,unsafe crossing,3,37.79648,-122.4285,Harbor Ave,app,1287.61,D11
MR214102,2025-09-02T00:08:27Z,,blocked lane,4,37.752,-122.47825,Maple Dr,web,1522.45,D06
MR214103,2025-11-09T20:15:27Z,,Missing Sign,3,37.76567,-122.488242,Harbor Ave,phone,257.38,D06
MR214104,05/03/2024,,missing sign,M-L,37.78541004101306,-122.423012215343,Pine Ave,web,214.97,D11
MR214105,2025-10-12T18:54:00Z,,bus stop damage,3,37.711352871545756,-122.433334862958,Union Blvd,App,962.03,D03
MR214106,2024-08-17T14:45:13Z,2024-08-22T12:10:22Z,broken traffic light,5,37.80711078064544,-122.382523622839,Transit Way,app,3473.71,D12
MR214107,08/31/2025 13:19:00,2025-09-03T19:17:25Z,broken traffic light,1,37.71237440702125,-122.452662166283,Maple Dr,app,1079.52,D02
MR214108,04/13/2024 11:22:00,2024-04-16T11:48:50Z,unsafe xing,5,37.7434,-122.37578,River Rd,web,1051.3,D08
MR214109,0000-00-00,2024-01-16T11:10:00Z,blocked lane,3,37.71790505782617,-122.386248743468,Hillcrest Ave,web,1951.96,D04
MR214110,not_a_date,2025-09-23T02:13:25Z,blocked lane,4,37.7197614384899,-122.461583382984,Transit Way,email,1799.36,D02
MR214111,2025-09-13T21:47:13Z,2025-09-18T00:23:05Z,unsafe crossing,5,37.691858951947125,-122.438188836382,Grant St,app,1621.74,D03
MR214112,03/16/2024,,Pothole Near Crossing,5,-122.398509382671,37.80862169531516,Pine Ave,phone,~577,D12
MR214113,2025-11-12T16:49:35Z,,unsafe crossing,5,37.7579162593744,-122.526232459986,Grant St,app,1195.83,
MR214114,2025-07-31T19:37:48Z,2025-08-06T11:15:51Z,missing sign,4,37.714558072541266,-122.392697051059,Broadway,web,521.43,D04
MR214115,2024-11-13T11:33:30Z,,bus stop damage,1,37.72073597901768,-122.384950464296,Union Blvd,web,543.58,D04
MR214116,01/09/2024 22:43:00,"Sep 15, 2024 05:58AM",unsafe crossing,med,37.7556,-122.39825,Transit Way,app,"1,130 USD",D07
MR214117,2024-01-16T22:17:53Z,2024-01-20T19:47:00Z,missing sign,3,38.723939593013355,-121.641771582258,Broadway,web,112.9,D02
MR214118,2024-11-12T09:02:31Z,,unsafe crossing,,37.75885,-122.364353,Market St,Web Form,USD 632.16,D08
MR214119,09/11/2024 05:55:00,2024-11-30T23:02:02Z,unsafe crossing,5,37.7047749342064,-122.355498765207,Cedar Rd,,USD 1787.95,D04
MR214120,06/18/2025 02:16:00,2025-06-21T07:36:13Z,pothole near crossing,3,37.683121889843434,-122.416915783783,Market St,app,807.9,D03
MR214121,24-09-2025 15:14,06/10/2025 04:58:00,blocked lane,2,37.72213623950139,-122.399589168779,Cedar Rd,app,USD 1577.62,D04
MR214122,06/16/2025 09:36:53,2025-06-16T17:10:34Z,blocked lane,3,37.6937938114338,,River Rd,,786.71,D02
MR214123,2024-07-03T01:35:12Z,08/07/2024 19:32:00,unsafe crossing,3,37.69162851361805,-122.418108915717,Elm St,phone,1813.95,D03
MR214124,2025-09-26T14:43:54Z,2025-10-02T02:33:08Z,Pothole Near Crossing,MED ,37.81887405322883,-122.544762705843,Hillcrest Ave,app,403.25,D09
MR214125,2025-08-22T06:56:30Z,08/25/2025,missing sign,3,37.799788464043445,-122.436275148371,Hillcrest Ave,Web Form,313.5,D11
MR206340,2025-03-20T02:35:45Z,03/26/2025 19:25:41,pothole near crossing,3,37.82286998830957,-122.37581518175,Pine Ave,web,533.63,D12
MR214127,2024-01-23T10:18:38Z,2024-02-03T03:33:56Z,unsafe crossing,4,37.75660435534696,-122.549368811859,Pine Ave,app,1232.55,D05
MR214128,2024-04-01T14:49:08Z,2024-04-03T08:47:27Z,BLOCKED LANE,4,37.74953237066596,-122.391913652423,Harbor Ave,app,1289.65,D08
MR214129,11/10/2024 09:23:00,,missing sign,4,37.76174907038596,-122.481878480374,Harbor Ave,web,625.57,D06
MR214130,2024-05-26T09:08:07Z,06/04/2024,blocked lane,3,,-122.411325179321,Elm St,app,1772.01,D03
MR214131,2024-10-07T01:56:22Z,2024-10-09T10:20:02Z,pothole near crossing,1,37.69501271641956,-122.538717125617,,web,380.82,D01
MR214132,2025-07-27T23:24:29Z,2025-07-30T03:34:45Z,br0ken traffic light,4,37.71222030742406,-122.364108327891,,app,969.22,D04
MR214133,2024-12-23T23:11:48Z,,bus stop damage,,37.71330462654946,-122.541970951998,River Rd,app,1123.83,D01
MR214134,"Jan 30, 2024 05:04AM",,broken traffic light,5,37.8093,-122.4831,Harbor Ave,app,1455.52,D10
MR214135,2025-01-15T21:11:23Z,2025-01-17T14:12:02Z,blocked lane,3,37.8088820112108,-122.426393482051,Maple Dr,phone,1235.53,D11
MR214136,2024-07-26T21:02:20Z,07/28/2024,missing sign,3,37.76621312712761,-122.393824570475,Harbor Ave,app,226.24,D08
MR214137,2024-04-11T14:39:14Z,2024-04-16T18:46:12Z,missing sign,4,37.758185755541554,-122.354106306867,,phone,255.44,D08
MR214138,10/05/2025 20:36:00,2025-10-11T03:17:21Z,blocked lane,,-122.424671008647,37.73996002284617,Cedar Rd,app,1121.65,D02
MR214139,2024-01-08T10:46:45Z,,Blocked Lane,3,37.78110694743428,-122.488316535973,Hillcrest Ave,email,1317.96,D06
MR214140,2025-10-21T20:55:18Z,,unsafe crossing,2,37.758867754582795,-122.456215051391,Elm St,Web Form,1094.45,D06
MR214141,2024-10-18T01:31:19Z,2024-10-22T00:45:43Z,broken traffic light,4,37.695798825511496,,Maple Dr,app,1580.57,D01
MR214142,02/14/2024,,pothole near crossing,3,37.78134761975672,-122.413261994856,Union Blvd,app,272.95,D07
MR214143,2024-01-10T10:37:13Z,01/17/2024 02:15:00,Pothole Near Crossing,3,37.82286800390534,-122.542760465155,Elm St,web,306.74,D09
MR214144,20-08-2025 12:41,2025-08-26T05:58:20Z,broken traffic light,5,37.76337898140357,-122.36619610216,Market St,app,"2,139 USD",D08
MR214145,2025-03-23T18:32:26Z,,blocked lane,3,37.75823698023642,-122.527792117087,Transit Way,app,1271.56,D05
MR214146,2024-08-20T00:24:25Z,2024-08-22T05:44:22Z,sidewalk obstruction,4,37.77049492472604,-122.532870956767,Hillcrest Ave,app,378.56,D10
MR214147,09/12/2025 12:26:00,,unsafe crossng,1,37.75849624139516,-122.424251401388,Transit Way,app,719.42,D07
MR214148,2024-05-26T09:59:18Z,,unsafe crossing,3,37.7755737198941,-122.518469211374,Market St,web,639.94,D05
MR214149,08/20/2024,2024-08-28T03:54:12Z,pothole near crossing,1,37.755,-122.373,Grant St,web,409.27,D08
MR214150,2024-08-07T14:12:29Z,,blocked lane, H ,37.80118329556426,-122.470890954729,Elm St,web,4993.47,
MR214151,2024-07-24T18:39:54Z,07/29/2024,Sidewalk Obstruction,4,-122.506404133972,37.79831557450469,Maple Dr,web,431.43,D06
MR214152,2024-11-18T06:57:05Z,,pothole near crossing,4,37.69113550968536,-122.42332276353,Hillcrest Ave,phone,462.34,D03
MR214153,2024-02-14T00:12:54Z,2024-02-16T18:23:19Z,broken traffic light,4,37.75044,-122.501,,app,2328.36,D05
